TWT3,RHOB3,PWAVE3
-1468.43,2.173700094,95.51730347
-1468.64,2.126199961,99.7492981
-1468.92,2.128200054,99.56690216
-1469.08,2.143599987,98.1989975
-1469.15,2.120699883,100.2363968
-1469.24,2.132400036,99.2009964
-1469.39,2.115700007,100.6869965
-1469.51,2.157399893,96.97579956
-1469.69,2.04460001,107.0161972
-1469.84,1.988999963,111.960701
-1469.97,1.802000046,128.6072998
-1470.11,1.975200057,113.1945038
-1470.27,1.944000006,115.9690018
-1470.43,1.825999975,126.4741974
-1470.58,1.870000005,122.5549011
-1470.74,2.09739995,102.3113022
-1470.87,2.002899885,110.7226028
-1470.96,1.993399978,111.5725021
-1471.03,2.022399902,108.9848023
-1471.16,1.99969995,111.0109024
-1471.32,2.024199963,108.8312988
-1471.6,2.001899958,110.8099976
-1471.77,1.941699982,116.1725006
-1471.96,1.887500048,120.9993973
-1472.23,1.896199942,120.2256012
-1472.46,1.888599992,120.9018021
-1472.56,1.883000016,121.4000015
-1472.72,1.89230001,120.5701981
-1472.88,1.864599943,123.0383987
-1473.03,1.729400039,135.0666962
-1473.19,1.745000005,133.6828003
-1473.33,1.784100056,130.1985016
-1473.49,1.738700032,134.2415009
-1473.69,1.643399954,142.7297974
-1473.91,1.64380002,142.6938019
-1474.13,2.149699926,97.65789795
-1474.35,1.935099959,116.7574005
-1474.74,1.881399989,121.5410004
-1475.28,1.739099979,134.2098999
-1475.85,1.657099962,141.5097961
-1476.49,1.653499961,141.8298035
-1477.13,1.697299957,137.9315033
-1477.74,1.705000043,137.2462006
-1478.37,1.71389997,136.451294
-1479.07,1.673400044,140.0581055
-1479.76,1.651800036,141.9743958
-1480.16,1.667700052,140.5626984
-1480.68,1.665400028,140.7713013
-1481.26,1.675199986,139.8916016
-1481.96,1.668599963,140.486496
-1482.71,2.039599896,107.4583969
-1483.46,2.209700108,92.31729889
-1484.19,1.917899966,118.293602
-1484.91,1.801900029,128.6154938
-1485.62,1.761000037,132.2575073
-1486.36,1.780500054,130.5214996
-1487.12,1.708999991,136.8856049
-1487.86,1.753999949,132.8825989
-1488.61,1.766000032,131.8166046
-1489.39,1.826699972,126.4123001
-1490.19,1.769099951,131.5357971
-1490.77,1.754400015,132.8462982
-1491.25,1.771600008,131.3182068
-1491.89,1.861199975,123.3416977
-1492.61,1.740800023,134.0527954
-1493.35,1.913900018,118.6501999
-1494.08,1.99969995,111.0112
-1494.85,1.883100033,121.3917999
-1495.6,1.868800044,122.6640015
-1496.33,1.730499983,134.9689026
-1497.04,1.742300034,133.9225006
-1497.77,1.909199953,119.0618973
-1498.52,2.008699894,110.2082977
-1499.38,1.805099964,128.330307
-1500.62,1.789899945,129.6822052
-1501.92,2.300499916,84.22899628
-1503.13,2.332900047,81.34459686
-1504.29,2.333800077,81.26519775
-1505.52,2.323600054,82.18000031
-1506.75,2.340500116,80.67590332
-1507.89,2.363899946,78.58950043
-1508.94,2.380000114,77.15380096
-1509.89,2.380800009,77.08049774
-1510.78,2.359600067,78.97429657
-1511.79,2.191400051,93.94539642
-1512.81,2.275899887,86.42310333
-1513.53,2.233099937,90.2303009
-1514.23,2.245800018,89.0986023
-1514.93,2.375699997,77.53749847
-1515.64,2.40350008,75.06839752
-1516.34,2.440099955,71.81030273
-1517.02,2.308900118,83.48459625
-1517.69,2.186100006,94.41819763
-1518.37,2.203900099,92.8321991
-1519.05,2.036600113,107.7240982
-1519.84,2.076400042,104.1819992
-1520.57,2.183399916,94.66100311
-1521.33,2.105600119,101.5804977
-1522.09,1.931699991,117.0621033
-1522.76,1.838400006,125.3700028
-1523.42,1.877099991,121.9225006
-1524.06,1.792299986,129.4712067
-1524.76,2.115200043,100.7270966
-1525.52,2.282700062,85.8164978
-1526.28,2.305900097,83.75140381
-1527.16,2.18840003,94.21150208
-1528.04,2.039599896,107.4561997
-1528.86,2.169800043,95.86730194
-1529.72,2.083600044,103.543602
-1530.69,2.255199909,88.26809692
-1531.71,2.256700039,88.13459778
-1532.7,2.3118999,83.21669769
-1533.75,2.178100109,95.13150024
-1534.61,2.136600018,98.82689667
-1535.37,2.144200087,98.14299774
-1536.12,2.258399963,87.9776001
-1536.93,2.180500031,94.917099
-1537.83,2.272799969,86.70120239
-1538.66,2.226000071,90.86810303
-1539.54,2.116699934,100.5986023
-1540.31,1.996299982,111.3093033
-1541.09,2.107399941,101.4207993
-1542.02,1.916000009,118.4632034
-1543.25,1.908100009,119.1632996
-1544.5,2.197400093,93.40820313
-1545.74,2.213900089,91.94309998
-1546.92,2.052900076,106.2754974
-1548.11,2.266700029,87.24210358
-1548.95,2.362699986,78.69950104
-1549.75,2.390799999,76.19550324
-1550.6,2.194200039,93.69819641
-1551.52,2.078900099,103.959198
-1552.38,2.269399881,87.00039673
-1553.35,2.4223001,73.38870239
-1554.33,2.375,77.6038971
-1555.13,2.336600065,81.01709747
-1555.93,2.287499905,85.38770294
-1556.82,2.387799978,76.46289825
-1557.58,2.416399956,73.91459656
-1558.29,2.371500015,77.91169739
-1558.98,2.359899998,78.94660187
-1559.79,2.469300032,69.20279694
-1560.67,2.473999977,68.79019928
-1561.43,2.358999968,79.0266037
-1562.1,2.206099987,92.63500214
-1562.8,2.221800089,91.24069977
-1563.39,2.261100054,87.74240112
-1564,2.285399914,85.57479858
-1564.55,2.278599978,86.18109894
-1565.09,2.214299917,91.90619659
-1565.65,2.223799944,91.06269836
-1566.22,2.136899948,98.79589844
-1566.72,2.226900101,90.78099823
-1567.22,2.172800064,95.59649658
-1567.79,2.124300003,99.91619873
-1568.45,2.101900101,101.9120026
-1569.09,2.142100096,98.33589935
-1569.72,2.050400019,106.4946976
-1570.33,2.113399983,100.8904038
-1570.95,2.277699947,86.26239777
-1571.6,2.142499924,98.29350281
-1572.25,2.118599892,100.4209976
-1572.94,2.216599941,91.69909668
-1573.59,2.361700058,78.78829956
-1574.27,2.4368999,72.0943985
-1574.97,2.567100048,60.50159836
-1575.69,2.469500065,69.18470001
-1576.39,2.485800028,67.7397995
-1577.13,2.4454,71.33840179
-1577.85,2.49819994,66.63749695
-1578.46,2.445800066,71.29989624
-1579.16,2.271600008,86.80290222
-1579.86,2.13319993,99.12329865
-1580.52,2.130199909,99.39219666
-1581.08,2.092700005,102.729599
-1581.6,2.011499882,109.9585037
-1581.83,1.990700007,111.8144989
-1582.1,2.129800081,99.42620087
-1582.36,2.236299992,89.95179749
-1582.64,2.193799973,93.72979736
-1582.9,2.185499907,94.46990204
-1583.18,2.067399979,104.9806976
-1583.57,1.99090004,111.7934036
-1584.04,1.981299996,112.6433029
-1584.51,1.99969995,111.0095978
-1585,2.050600052,106.4782028
-1585.54,2.096899986,102.3571014
-1586.09,2.082900047,103.6051025
-1586.56,2.075400114,104.2668991
-1586.96,2.071099997,104.6514969
-1587.39,2.092499971,102.7481995
-1587.83,2.102999926,101.8179016
-1588.34,2.105099917,101.6247025
-1588.89,2.088000059,103.1458969
-1589.44,2.08739996,103.2068024
-1589.99,2.11619997,100.6428986
-1590.5,2.19569993,93.55999756
-1590.93,2.229099989,90.58480072
-1591.26,2.272799969,86.70050049
-1591.62,2.303900003,83.93309784
-1592.01,2.337800026,80.91030121
-1592.29,2.236900091,89.89129639
-1592.55,2.185499907,94.47380066
-1592.82,2.282000065,85.87860107
-1593.1,2.36680007,78.32800293
-1593.37,2.309600115,83.42279816
-1593.63,2.445300102,71.34059906
-1593.84,2.489900112,67.37519836
-1594.04,2.3743999,77.65080261
-1594.21,2.340699911,80.65200043
-1594.36,2.377799988,77.35189819
-1594.49,2.300499916,84.2288971
-1594.68,2.320100069,82.48419952
-1594.89,2.372800112,77.80139923
-1595.06,2.3901999,76.24700165
-1595.17,2.442399979,71.60040283
-1595.32,2.364099979,78.56929779
-1595.4,2.355700016,79.31719971
-1595.43,2.331099987,81.51170349
-1595.53,2.300600052,84.22460175
-1595.66,2.263099909,87.56330109
-1595.77,2.254600048,88.31819916
-1595.92,2.257600069,88.05419922
-1596.1,2.255199909,88.26619721
-1596.65,2.319600105,82.53309631
-1597.2,2.382400036,76.94680023
-1597.72,2.298899889,84.37390137
-1598.28,2.254300118,88.34680176
-1598.85,2.255899906,88.20010376
-1599.43,2.254600048,88.32150269
-1600.03,2.286200047,85.50170136
-1600.65,2.332499981,81.38110352
-1601.28,2.401200056,75.270401
-1601.9,2.397900105,75.55840302
-1602.53,2.24090004,89.54229736
-1603.12,2.312999964,83.12069702
-1603.67,2.401200056,75.26950073
-1604.27,2.293800116,84.82550049
-1604.9,2.214099884,91.92620087
-1605.53,2.216099978,91.74269867
-1606.15,2.226000071,90.86489868
-1606.76,2.217400074,91.62590027
-1607.35,2.191499949,93.93699646
-1607.89,2.204999924,92.73699951
-1608.43,2.247100115,88.98339844
-1609.07,2.250699997,88.66660309
-1609.66,2.298700094,84.3891983
-1610.2,2.3677001,78.24960327
-1610.8,2.403899908,75.02690125
-1611.27,2.379100084,77.23549652
-1611.44,2.267800093,87.14440155
-1611.59,2.222899914,91.14360046
-1611.75,2.253099918,88.45330048
-1611.93,2.27579999,86.42900085
-1612.09,2.241100073,89.5184021
-1612.24,2.257499933,88.06040192
-1612.38,2.310600042,83.33820343
-1612.49,2.220900059,91.32189941
-1612.56,2.232399941,90.29250336
-1612.61,2.13319993,99.12169647
-1612.68,2.262099981,87.65460205
-1612.81,2.253499985,88.41400147
-1612.96,2.174299955,95.47049713
-1613.1,2.221299887,91.28220367
-1613.23,2.287199974,85.4151001
-1613.37,2.333800077,81.26959992
-1613.51,2.359200001,79.00800324
-1613.62,2.294800043,84.73829651
-1613.77,2.192800045,93.82009888
-1613.92,2.135999918,98.87930298
-1614.13,2.045399904,106.9385986
-1614.27,2.144099951,98.15299988
-1614.41,2.154500008,97.23339844
-1614.59,2.171499968,95.72000122
-1614.75,2.154599905,97.21679688
-1614.87,2.203399897,92.87380219
-1614.96,2.319000006,82.58920288
-1615.04,2.403599978,75.05799866
-1615.15,2.334100008,81.24019623
-1615.33,2.226799965,90.78949738
-1615.72,2.198899984,93.28019714
-1616.3,2.272900105,86.68830109
-1616.83,2.274399996,86.55729675
-1617.36,2.145299912,98.04540253
-1617.97,2.132999897,99.14299774
-1618.6,2.153599978,97.31089783
-1619.27,2.208199978,92.45290375
-1619.87,2.197700024,93.38179779
-1620.36,2.219700098,91.42549896
-1620.9,2.265899897,87.31520081
-1621.49,2.326400042,81.9280014
-1622.1,2.292200089,84.96880341
-1622.67,2.309900045,83.39489746
-1623.24,2.234699965,90.09200287
-1623.88,2.339299917,80.77600098
-1624.54,2.478199959,68.41549683
-1625.17,2.54279995,62.66680145
-1625.78,2.51760006,64.9068985
-1626.39,2.348799944,79.93489838
-1626.99,2.17750001,95.18530273
-1627.57,2.226200104,90.84819794
-1628.1,2.378999949,77.24120331
-1628.66,2.466099978,69.49449921
-1629.21,2.298799992,84.38200378
-1629.8,2.27579999,86.43530273
-1630.33,2.252799988,88.47840118
-1630.78,2.18930006,94.13359833
-1631.19,2.214999914,91.84670258
-1631.62,2.257600069,88.05490112
-1632.14,2.227499962,90.7276001
-1632.77,2.143199921,98.23609924
-1633.09,2.239500046,89.66339874
-1633.27,2.313699961,83.06079865
-1633.41,2.230000019,90.51260376
-1633.65,2.194900036,93.63729858
-1633.89,2.17840004,95.10430145
-1634.16,2.283699989,85.73239899
-1634.46,2.32069993,82.43530273
-1634.74,2.273400068,86.64089966
-1635,2.104300022,101.7008972
-1635.28,2.156800032,97.02200317
-1635.6,2.329099894,81.68409729
-1635.87,2.286999941,85.43609619
-1636.13,2.340500116,80.66870117
-1636.73,2.454299927,70.5381012
-1637.38,2.55430007,61.63940048
-1638.02,2.364799976,78.51210022
-1638.67,2.270999908,86.85610199
-1639.33,2.344799995,80.29000092
-1640.02,2.47510004,68.68920136
-1640.86,2.360599995,78.88469696
-1641.68,2.413800001,74.15049744
-1642.4,2.381799936,76.99269867
-1643.14,2.348400116,79.96829987
-1643.86,2.429199934,72.77300263
-1644.5,2.285900116,85.53009796
-1645.09,2.269999981,86.95030212
-1645.79,2.298899889,84.37149811
-1646.54,2.498699904,66.59279633
-1647.25,2.54460001,62.5060997
-1647.89,2.509999991,65.58409882
-1648.59,2.495899916,66.84300232
-1649.26,2.523099899,64.41889954
-1649.98,2.452199936,70.72669983
-1650.75,2.47939992,68.30879974
-1651.47,2.484600067,67.84100342
-1652.28,2.342700005,80.48040009
-1653.09,2.302999973,84.00920105
-1653.89,2.324599981,82.08869934
-1654.57,2.131299973,99.29669952
-1655.22,2.50880003,65.69059753
-1655.9,2.356899977,79.20970154
-1656.58,2.347300053,80.06500244
-1657.25,2.474900007,68.70580292
-1657.96,2.410700083,74.4233017
-1658.65,2.497999907,66.65119934
-1659.34,2.50819993,65.74160004
-1660.11,2.413800001,74.14720154
-1660.91,2.252399921,88.51899719
-1661.69,2.207099915,92.5428009
-1662.58,2.209399939,92.34349823
-1663.26,2.275899887,86.42500305
-1664.02,2.460599899,69.9803009
-1664.79,2.558300018,61.28300095
-1665.49,2.369100094,78.12940216
-1666.22,2.40109992,75.27799988
-1666.9,2.487600088,67.57649994
-1667.58,2.466300011,69.47000122
-1668.31,2.489700079,67.39399719
-1669.13,2.373800039,77.70880127
-1669.98,2.313199997,83.09819794
-1670.83,2.347199917,80.07790375
-1671.64,2.295300007,84.69930267
-1672.35,2.397099972,75.6371994
-1672.99,2.434000015,72.35230255
-1673.91,2.577899933,59.53889847
-1674.89,2.597500086,57.79610062
-1675.82,2.565500021,60.64440155
-1676.76,2.374700069,77.62400055
-1677.68,2.347199917,80.07420349
-1678.68,2.4296,72.74520111
-1679.71,2.414799929,74.061203
-1680.72,2.355700016,79.31890106
-1681.76,2.354899883,79.3946991
-1682.74,2.312000036,83.20960236
-1683.7,2.385900021,76.63020325
-1684.57,2.457900047,70.22049713
-1685.44,2.459899902,70.04260254
-1686.32,2.308500052,83.52279663
-1687.31,2.41260004,74.25309753
-1688.31,2.4848001,67.82379913
-1689.22,2.518699884,64.8105011
-1690.14,2.53489995,63.36840057
-1690.84,2.601700068,57.41880035
-1691.46,2.638099909,54.17720032
-1692.11,2.614799976,56.25630188
-1692.72,2.588999987,58.5522995
-1693.29,2.642100096,53.8205986
-1693.85,2.701299906,48.55799866
-1694.51,2.704699993,48.25400162
-1695.1,2.713399887,47.47710037
-1695.65,2.701299906,48.55149841
-1696.18,2.607199907,56.92869949
-1696.7,2.375400066,77.56520081
-1697.18,2.480600119,68.20320129
-1697.64,2.522799969,64.44850159
-1698.11,2.615999937,56.15169907
-1698.6,2.452899933,70.66619873
-1699.06,2.359299898,79.00119782
-1699.49,2.444400072,71.42739868
-1699.91,2.528000116,63.97890091
-1700.32,2.555299997,61.55139923
-1700.75,2.537400007,63.14360046
-1701.23,2.573800087,59.9015007
-1701.84,2.656899929,52.50419998
-1702.28,2.660300016,52.20299912
-1702.69,2.614300013,56.29710007
-1703.04,2.639100075,54.08890152
-1703.49,2.691900015,49.3871994
-1704,2.630100012,54.89490128
-1704.45,2.6177001,55.9992981
-1704.86,2.696399927,48.99359894
-1705.25,2.670399904,51.30630112
-1705.65,2.660300016,52.20389938
-1706.03,2.680799961,50.37540054
-1706.36,2.695800066,49.04639816
-1706.69,2.668200016,51.50009918
-1707.04,2.652400017,52.91059876
-1707.38,2.491300106,67.24960327
-1707.7,2.576100111,59.69889832
-1708.04,2.59710002,57.83369827
-1708.4,2.530499935,63.7594986
-1708.7,2.475800037,68.6242981
-1709.03,2.607000113,56.94749832
-1709.36,2.601599932,57.43379974
-1709.67,2.570499897,60.19660187
-1709.98,2.545900106,62.39020157
-1710.3,2.499300003,66.53849793
-1710.64,2.529099941,63.88330078
-1711.07,2.635400057,54.42139816
-1711.44,2.634599924,54.4939003
-1711.81,2.65350008,52.80770111
-1712.22,2.757600069,43.54130173
-1712.65,2.692399979,49.34830093
-1713.01,2.644999981,53.56650162
-1713.37,2.664900065,51.79230118
-1713.7,2.619299889,55.85850143
-1714.05,2.541399956,62.78639984
-1714.41,2.495500088,66.87400055
-1714.77,2.556699991,61.42549896
-1715.06,2.504400015,66.08000183
-1715.35,2.416300058,73.92189789
-1715.62,2.52940011,63.85739899
-1715.84,2.655200005,52.65620041
-1716.1,2.657399893,52.46210098
-1716.38,2.648200035,53.2859993
-1716.66,2.663399935,51.92750168
-1716.95,2.679100037,50.52690125
-1717.3,2.76609993,42.78689957
-1717.67,2.597300053,57.81389999
-1718.01,2.6256001,55.29439926
-1718.37,2.671600103,51.20019913
-1718.79,2.773000002,42.17399979
-1719.14,2.678800106,50.55849838
-1719.42,2.604300022,57.1935997
-1719.7,2.634900093,54.46340179
-1719.98,2.557600021,61.34360123
-1720.25,2.571099997,60.14070129
-1720.51,2.653700113,52.79629898
-1720.73,2.641299963,53.89250183
-1721.04,2.53399992,63.4496994
-1721.34,2.606899977,56.9571991
-1721.6,2.627500057,55.12060165
-1721.81,2.693799973,49.2242012
-1722.08,2.711999893,47.60329819
-1722.38,2.708199978,47.94250107
-1722.67,2.65899992,52.32020187
-1723.01,2.637799978,54.20489883
-1723.34,2.69659996,48.9756012
-1723.62,2.601500034,57.43999863
-1723.9,2.671900034,51.17499924
-1724.25,2.727900028,46.18420029
-1724.56,2.673599958,51.02099991
-1724.85,2.682899952,50.18980026
-1725.11,2.697299957,48.91270065
-1725.36,2.597899914,57.75669861
-1725.87,2.568300009,60.39749908
-1726.42,2.621999979,55.61759949
-1726.99,2.551500082,61.89390183
-1727.53,2.563600063,60.81510162
-1728.11,2.647799969,53.31629944
-1728.66,2.459599972,70.07099915
-1729.18,2.300400019,84.23999786
-1729.73,2.456199884,70.36969757
-1730.27,2.533600092,63.48479843
-1730.8,2.604700089,57.15309906
-1731.39,2.494100094,67.00270081
-1732,2.574300051,59.86270142
-1732.58,2.5631001,60.85680008
-1733.2,2.400500059,75.32969666
-1733.81,2.540199995,62.89440155
-1734.37,2.559099913,61.21070099
-1735.04,2.594000101,58.1053009
-1735.81,2.539299965,62.97949982
-1736.48,2.549000025,62.10889816
-1737.11,2.60010004,57.5603981
-1737.7,2.549200058,62.09420013
-1738.35,2.51850009,64.83029938
-1738.96,2.54369998,62.5870018
-1739.57,2.515899897,65.0565033
-1740.28,2.493200064,67.07530212
-1740.9,2.274800062,86.52459717
-1741.52,2.50270009,66.2358017
-1742.11,2.355999947,79.29689789
-1742.73,2.10010004,102.0698013
-1743.35,2.124500036,99.90180206
-1743.94,2.34920001,79.8934021
-1744.56,2.447099924,71.18199921
-1745.2,2.312999964,83.11650085
-1745.83,2.262700081,87.59780121
-1746.46,2.431400061,72.5848999
-1747.11,2.420399904,73.55609894
-1747.68,2.447400093,71.1548996
-1748.11,2.417500019,73.81420136
-1748.62,2.331099987,81.50900269
-1749.28,2.420399904,73.55840302
-1749.93,2.4447999,71.38790131
-1750.44,2.510299921,65.55560303
-1750.91,2.603800058,57.23180008
-1751.44,2.592400074,58.25009918
-1752.01,2.618900061,55.89170075
-1752.48,2.539700031,62.94129944
-1752.95,2.418200016,73.75340271
-1753.41,2.318900108,82.59880066
-1753.92,2.370699883,77.98480225
-1754.48,2.560199976,61.11119843
-1754.99,2.439800024,71.8321991
-1755.49,2.103800058,101.7427979
-1755.95,2.363800049,78.60160065
-1756.35,2.540100098,62.90879822
-1756.76,2.382999897,76.88659668
-1757.16,2.508500099,65.71369934
-1757.6,2.612600088,56.45429993
-1758.11,2.612799883,56.43379974
-1758.67,2.475500107,68.65740204
-1759.11,2.531599999,63.66350174
-1759.42,2.547699928,62.22900009
-1759.8,2.497100115,66.7358017
-1760.38,2.53579998,63.28509903
-1760.81,2.485100031,67.79679871
-1761.13,2.450500011,70.87640381
-1761.55,2.413599968,74.16649628
-1761.89,2.368099928,78.21160126
-1762.18,2.478199959,68.41670227
-1762.46,2.475600004,68.64929962
-1762.82,2.544699907,62.49269867
-1763.15,2.485599995,67.7582016
-1763.47,2.507400036,65.81700134
-1763.82,2.550400019,61.98889923
-1764.15,2.615999937,56.14749908
-1764.5,2.504300118,66.08850098
-1764.88,2.397200108,75.62439728
-1765.28,2.487099886,67.61789703
-1765.7,2.468199968,69.30770111
-1766.06,2.549200058,62.09740067
-1766.43,2.474299908,68.75939941
-1766.75,2.29460001,84.76239777
-1767.1,2.139499903,98.56639862
-1767.45,2.276900053,86.33260346
-1767.77,2.364000082,78.58080292
-1768.05,2.317600012,82.70929718
-1768.39,2.328999996,81.70010376
-1768.8,2.238899946,89.71720123
-1769.16,2.275700092,86.43730164
-1769.52,2.176599979,95.25959778
-1769.84,2.293200016,84.88349915
-1770.2,2.362499952,78.71489716
-1770.67,2.237999916,89.79979706
-1771.23,2.35529995,79.35540009
-1771.71,2.409699917,74.51200104
-1772.13,2.446899891,71.20459747
-1772.57,2.517999888,64.8707962
-1773.01,2.485500097,67.76470184
-1773.51,2.432499886,72.48449707
-1773.98,2.240700007,89.55670166
-1774.51,2.474699974,68.72859955
-1774.97,2.280200005,86.03669739
-1775.39,2.177299976,95.20230103
-1775.88,2.040600061,107.3644028
-1776.3,2.176700115,95.25530243
-1776.69,2.334599972,81.19889832
-1777.07,2.289400101,85.22309876
-1777.39,2.442699909,71.5766983
-1777.74,2.315099955,82.93309784
-1778.12,2.128799915,99.51619721
-1778.61,2.426500082,73.02120209
-1778.97,2.393599987,75.94190216
-1779.44,2.371400118,77.9213028
-1779.96,2.228600025,90.63289642
-1780.57,2.308300018,83.53450012
-1781.1,2,110.9812012
-1781.54,1.843899965,124.8811035
-1782,1.957999945,114.7186966
-1782.37,2.408699989,74.5970993
-1782.82,2.513400078,65.27950287
-1783.36,2.378400087,77.29470062
-1783.67,2.396300077,75.70079804
-1784.02,2.439699888,71.84539795
-1784.67,2.366899967,78.32299805
-1785.41,2.381700039,77.00409699
-1786.1,2.282500029,85.83630371
-1786.97,2.27609992,86.40399933
-1787.94,2.381900072,76.98609924
-1788.83,2.600199938,57.55400085
-1789.47,2.538899899,63.01210022
-1790.04,2.352099896,79.63960266
-1790.69,2.244600058,89.20939636
-1791.34,2.369400024,78.09819794
-1791.95,2.437200069,72.06479645
-1792.61,2.507999897,65.75759888
-1793.26,2.421299934,73.47579956
-1793.97,2.406199932,74.82289887
-1794.68,2.345499992,80.2315979
-1795.33,2.332000017,81.43219757
-1795.85,2.2421,89.43409729
-1796.41,2.414200068,74.10780335
-1797.08,2.336299896,81.04869843
-1797.81,2.400099993,75.36689758
-1798.46,2.422399998,73.38549805
-1799.08,2.51760006,64.91149902
-1799.66,2.444099903,71.4539032
-1800.28,2.333400011,81.3003006
-1800.92,2.30979991,83.40350342
-1801.59,2.276200056,86.39399719
-1802.27,2.357899904,79.11910248
-1803,2.332999945,81.34079742
-1803.63,2.524800062,64.26820374
-1804.31,2.452199936,70.72850037
-1805.12,2.504499912,66.07319641
-1805.97,2.630100012,54.89009857
-1806.75,2.666399956,51.66070175
-1807.53,2.672899962,51.08150101
-1808.37,2.653399944,52.82249832
-1809.22,2.685499907,49.96060181
-1810.09,2.667099953,51.59999847
-1810.92,2.675800085,50.8288002
-1811.75,2.686000109,49.91490173
-1812.48,2.724900007,46.45140076
-1813.25,2.713700056,47.4516983
-1813.98,2.759799957,43.34960175
-1814.65,2.788300037,40.81280136
-1815.29,2.711800098,47.62020111
-1815.93,2.752399921,44.00669861
-1816.58,2.712300062,47.57360077
-1817.21,2.635400057,54.4192009
-1817.85,2.650000095,53.12450028
-1818.49,2.636399984,54.33560181
-1819.12,2.663700104,51.8993988
-1819.73,2.595499992,57.97679901
-1820.35,2.602400065,57.36259842
-1820.94,2.561000109,61.0481987
-1821.51,2.524199963,64.32050324
-1822.12,2.535599947,63.30879974
-1822.72,2.660200119,52.21269989
-1823.33,2.724900007,46.45000076
-1823.99,2.682899952,50.1935997
-1824.58,2.700099945,48.66270065
-1824.97,2.732300043,45.79510117
-1825.35,2.663000107,51.9618988
-1825.77,2.673199892,51.05879974
-1826.19,2.63199997,54.72499847
-1826.63,2.685400009,49.97000122
-1827.09,2.719700098,46.92020035
-1827.54,2.725199938,46.42890167
-1827.93,2.709100008,47.86119843
-1828.27,2.672899962,51.08359909
-1828.64,2.613800049,56.34159851
-1829,2.697599888,48.88729858
-1829.34,2.702800036,48.41690064
-1829.72,2.683300018,50.15409851
-1830.09,2.782700062,41.31000137
-1830.49,2.794100046,40.29019928
-1830.86,2.763299942,43.03760147
-1831.2,2.753400087,43.91939926
-1831.55,2.716700077,47.18600082
-1831.9,2.727099896,46.25899887
-1832.28,2.737799883,45.31000137
-1832.68,2.680399895,50.4151001
-1833.04,2.703900099,48.32350159
-1833.4,2.684999943,50.00439835
-1833.77,2.715899944,47.25149918
-1834.08,2.737900019,45.29600143
-1834.38,2.728199959,46.16389847
-1834.71,2.71359992,47.46340179
-1835.03,2.671099901,51.24330139
-1835.38,2.661000013,52.14110184
-1835.73,2.713999987,47.42010117
-1836.06,2.715600014,47.28409958
-1836.43,2.706199884,48.11999893
-1836.79,2.631799936,54.74369812
-1837.16,2.408699989,74.60269928
-1837.51,2.382200003,76.9611969
-1837.84,2.408699989,74.59970093
-1838.18,2.533400059,63.50379944
-1838.53,2.435600042,72.31099701
