TWT,DEPTH1,CALI2,RHOB2,GR2,INDUCTION2,NPHI2,PWAVE2,,TWT3,RHOB3,PWAVE3
-954.52,902,12.69760037,2.114700079,28.1923008,1.001199961,0.343100011,100.7759018,,-1528.04,2.039599896,107.4561997
-955,903,13.75720024,1.988899946,25.79360008,1.012300015,0.347600013,111.9732971,,-1528.86,2.169800043,95.86730194
-955.45,904,13.01550007,1.988000035,27.10479927,0.969200015,0.426899999,112.0468979,,-1529.72,2.083600044,103.543602
-955.93,905,13.06309986,2.118099928,26.91620064,1.112900019,0.334500015,100.4692001,,-1530.69,2.255199909,88.26809692
-956.33,906,13.04959965,2.108400106,34.73120117,1.237900019,0.336800009,101.3305969,,-1531.71,2.256700039,88.13459778
-956.74,907,13.48600006,2.129400015,37.60409927,1.656599999,0.356099993,99.46640015,,-1532.7,2.3118999,83.21669769
-957.18,908,12.54759979,2.004899979,27.73290062,1.109200001,0.40079999,110.5503998,,-1533.75,2.178100109,95.13150024
-957.6,909,12.94659996,1.998600006,30.26950073,0.885900021,0.363799989,111.1044006,,-1534.61,2.136600018,98.82689667
-958.02,910,12.57900047,2.062799931,33.53139877,1.022799969,0.343600005,105.3914032,,-1535.37,2.144200087,98.14299774
-958.57,911,12.69299984,2.19659996,49.5768013,1.298300028,0.296400011,93.47979736,,-1536.12,2.258399963,87.9776001
-959.11,912,12.69779968,2.076499939,35.45980072,1.24150002,0.333600014,104.1738968,,-1536.93,2.180500031,94.917099
-959.56,913,12.65909958,2.066200018,33.47510147,1.062700033,0.362100005,105.091301,,-1537.83,2.272799969,86.70120239
-960.08,914,12.70829964,2.046299934,35.00170136,0.983900011,0.364300013,106.8640976,,-1538.66,2.226000071,90.86810303
-960.6,915,12.8210001,2.094700098,34.69469833,1.030500054,0.36680001,102.5495987,,-1539.54,2.116699934,100.5986023
-961.05,916,12.79230022,2.1171,28.09180069,1.064800024,0.336199999,100.5619965,,-1540.31,1.996299982,111.3093033
-961.5,917,13.04559994,2.052599907,26.32530022,0.951399982,0.368299991,106.3035965,,-1541.09,2.107399941,101.4207993
-961.96,918,13.37909985,2.108500004,31.77070046,1.226699948,0.346599996,101.3233032,,-1542.02,1.916000009,118.4632034
-962.48,919,13.65690041,2.079400063,29.90909958,1.273699999,0.386400014,103.9176025,,-1543.25,1.908100009,119.1632996
-963.01,920,14.04349995,2.082600117,31.13640022,1.077700019,0.395099998,103.6316986,,-1544.5,2.197400093,93.40820313
-963.5,921,14.00319958,2.113800049,29.97839928,1.110599995,0.383399993,100.8544006,,-1545.74,2.213900089,91.94309998
-963.92,922,14.0642004,2.008100033,26.9423008,1.146000028,0.390899986,110.2638016,,-1546.92,2.052900076,106.2754974
-964.4,923,13.53950024,1.974900007,26.50720024,0.967700005,0.408800006,113.2180023,,-1548.11,2.266700029,87.24210358
-964.89,924,13.06340027,2.072900057,38.9673996,0.835699976,0.382699996,104.4922028,,-1548.95,2.362699986,78.69950104
-965.39,925,12.79609966,2.146800041,36.48770142,1.350299954,0.349900007,97.91339874,,-1549.75,2.390799999,76.19550324
-965.87,926,12.95909977,2.273699999,42.59379959,2.376399994,0.236499995,86.61599731,,-1550.6,2.194200039,93.69819641
-966.33,927,12.98799992,2.194000006,42.63180161,2.028899908,0.280400008,93.71080017,,-1551.52,2.078900099,103.959198
-966.82,928,12.74400044,2.083899975,40.40159988,1.455000043,0.331400007,103.512001,,-1552.38,2.269399881,87.00039673
-967.29,929,12.54300022,2.142400026,33.91419983,1.142199993,0.333700001,98.30840302,,-1553.35,2.4223001,73.38870239
-967.77,930,12.63700008,2.08920002,40.66859818,1.08739996,0.337500006,103.0418015,,-1554.33,2.375,77.6038971
-968.25,931,12.68430042,2.073800087,32.5605011,1.101600051,0.342900008,104.4096985,,-1555.13,2.336600065,81.01709747
-968.71,932,12.46109963,2.021800041,27.99279976,0.907299995,0.361200005,109.0409012,,-1555.93,2.287499905,85.38770294
-969.24,933,12.29310036,1.952499986,27.8803997,0.664200008,0.421000004,115.2145996,,-1556.82,2.387799978,76.46289825
-969.78,934,12.38029957,2.014400005,26.4654007,0.6153,0.39379999,109.7043991,,-1557.58,2.416399956,73.91459656
-970.26,935,12.43029976,2.105499983,30.30200005,1.0704,0.349999994,101.5939026,,-1558.29,2.371500015,77.91169739
-970.71,936,12.33819962,2.03640008,31.63279915,1.072499991,0.359400004,107.7412033,,-1558.98,2.359899998,78.94660187
-971.08,937,12.45860004,2.161000013,36.23210144,0.912000001,0.355500013,96.64959717,,-1559.79,2.469300032,69.20279694
-971.72,938,12.63020039,2.107800007,33.40589905,0.857500017,0.332300007,101.3842011,,-1560.67,2.473999977,68.79019928
-972.66,939,12.45409966,1.920099974,33.37360001,0.808499992,0.397000015,118.096199,,-1561.43,2.358999968,79.0266037
-973.57,940,12.42640019,2.011600018,34.07860184,0.854099989,0.390199989,109.9525986,,-1562.1,2.206099987,92.63500214
-974.51,941,12.73270035,2.004400015,34.47689819,0.825900018,0.383599997,110.5926971,,-1562.8,2.221800089,91.24069977
-975.46,942,12.51469994,2.137700081,33.49739838,1.150500059,0.334199995,98.72570038,,-1563.39,2.261100054,87.74240112
-976.45,943,12.72509956,2.190599918,27.60499954,1.296399951,0.310400009,94.01689911,,-1564,2.285399914,85.57479858
-977.47,944,13.06659985,2.162400007,25.91469955,1.168499947,0.320600003,96.52210236,,-1564.55,2.278599978,86.18109894
-978.45,945,12.95610046,2.100300074,24.89340019,1.01880002,0.32069999,102.0542984,,-1565.09,2.214299917,91.90619659
-979.39,946,12.81309986,2.052700043,22.76650047,0.826699972,0.359600008,106.2919998,,-1565.65,2.223799944,91.06269836
-980.36,947,12.62870026,2.114599943,30.80480003,0.990700007,0.367199987,100.7845001,,-1566.22,2.136899948,98.79589844
-981.26,948,12.83329964,2.157399893,29.62789917,1.197199941,0.362199992,96.97160339,,-1566.72,2.226900101,90.78099823
-982.19,949,13.10219955,2.133300066,25.26810074,1.17719996,0.351399988,99.12010193,,-1567.22,2.172800064,95.59649658
-983.23,950,13.46339989,2.121700048,31.18239975,1.055600047,0.362599999,100.1507034,,-1567.79,2.124300003,99.91619873
-984.22,951,14.26270008,2.151499987,32.15019989,1.233999968,0.346199989,97.49780273,,-1568.45,2.101900101,101.9120026
-985.21,952,14.30980015,2.154700041,28.88430023,1.486500025,0.332800001,97.21089935,,-1569.09,2.142100096,98.33589935
-986.12,953,13.49860001,2.069099903,30.1067009,1.582999945,0.344199985,104.8358994,,-1569.72,2.050400019,106.4946976
-987,954,14.15009975,2.075900078,46.86209869,1.046000004,0.376199991,104.228302,,-1570.33,2.113399983,100.8904038
-987.9,955,13.53559971,2.133899927,33.53919983,0.883300006,0.3468,99.06169891,,-1570.95,2.277699947,86.26239777
-988.84,956,13.10200024,2.210400105,29.81669998,1.37349999,0.284000009,92.25450134,,-1571.6,2.142499924,98.29350281
-989.8,957,12.80840015,2.131799936,31.87610054,1.201400042,0.318599999,99.25379944,,-1572.25,2.118599892,100.4209976
-990.73,958,12.61410046,2.125999928,31.89189911,1.473799944,0.310200006,99.76629639,,-1572.94,2.216599941,91.69909668
-991.65,959,12.85029984,2.22239995,41.38130188,2.09920001,0.295100004,91.18840027,,-1573.59,2.361700058,78.78829956
-992.63,960,13.14700031,2.17140007,45.33509827,1.775699973,0.334399998,95.72779846,,-1574.27,2.4368999,72.0943985
-993.61,961,12.9769001,2.122699976,38.81629944,1.384999991,0.387600005,100.0598984,,-1574.97,2.567100048,60.50159836
-994.57,962,12.92580032,2.071099997,45.36830139,1.719200015,0.357800007,104.6533966,,-1575.69,2.469500065,69.18470001
-995.53,963,12.98960018,1.975200057,46.71469879,1.403499961,0.395300001,113.1909027,,-1576.39,2.485800028,67.7397995
-996.54,964,13.29049969,2.075799942,48.41320038,1.236899972,0.367300004,104.2332001,,-1577.13,2.4454,71.33840179
-997.55,965,13.36200047,2.103600025,49.20449829,1.212800026,0.349599987,101.7578964,,-1577.85,2.49819994,66.63749695
-998.52,966,12.96700001,2.154099941,43.14780045,1.421300054,0.306899995,97.26200104,,-1578.46,2.445800066,71.29989624
-999.45,967,13.33930016,2.102299929,39.90589905,1.354400039,0.310699999,101.8796997,,-1579.16,2.271600008,86.80290222
-1000.42,968,13.05010033,2.097800016,41.57709885,1.074200034,0.33950001,102.2741013,,-1579.86,2.13319993,99.12329865
-1001.4,969,12.55959988,2.104599953,40.72430039,1.482800007,0.320499986,101.6729965,,-1580.52,2.130199909,99.39219666
-1002.32,970,13.39150047,2.157299995,38.45220184,1.3829,0.377400011,96.97840118,,-1581.08,2.092700005,102.729599
-1003.27,971,14.35439968,2.196899891,41.22919846,1.278100014,0.350400001,93.4559021,,-1581.6,2.011499882,109.9585037
-1004.25,972,14.66289997,2.177400112,45.29610062,1.236700058,0.332300007,95.1867981,,-1581.83,1.990700007,111.8144989
-1005.26,973,13.33310032,2.099299908,35.65050125,1.091699958,0.341899991,102.1455994,,-1582.1,2.129800081,99.42620087
-1006.33,974,13.62950039,2.024699926,37.25139999,0.833400011,0.40290001,108.7846985,,-1582.36,2.236299992,89.95179749
-1007.33,975,14.28950024,2.153899908,40.74629974,1.135699987,0.3398,97.28700256,,-1582.64,2.193799973,93.72979736
-1008.32,976,13.9073,2.208400011,36.46870041,1.467399955,0.298000008,92.42790222,,-1582.9,2.185499907,94.46990204
-1009.29,977,13.92529964,2.129800081,33.3470993,1.031100035,0.335999996,99.43180084,,-1583.18,2.067399979,104.9806976
-1010.28,978,13.97570038,2.067899942,40.8064003,0.923399985,0.351200014,104.9376984,,-1583.57,1.99090004,111.7934036
-1011.25,979,14.31669998,2.126499891,41.22819901,1.039199948,0.364100009,99.72239685,,-1584.04,1.981299996,112.6433029
-1011.79,980,14.03299999,2.159300089,37.0318985,1.369199991,0.319499999,96.79949951,,-1584.51,1.99969995,111.0095978
-1012.26,981,13.76399994,2.137799978,44.17959976,1.411900044,0.323799998,98.71459961,,-1585,2.050600052,106.4782028
-1012.71,982,13.52649975,2.138299942,45.72880173,1.252300024,0.32980001,98.6740036,,-1585.54,2.096899986,102.3571014
-1013.18,983,13.31040001,2.113199949,40.4239006,1.082999945,0.334399998,100.9084015,,-1586.09,2.082900047,103.6051025
-1013.69,984,13.26019955,2.047899962,41.65639877,1.092800021,0.351999998,106.7204971,,-1586.56,2.075400114,104.2668991
-1014.24,985,13.28339958,2.150899887,40.52949905,1.327800036,0.360100001,97.55130005,,-1586.96,2.071099997,104.6514969
-1014.72,986,14.01589966,2.179699898,37.61759949,1.416800022,0.321399987,94.98570252,,-1587.39,2.092499971,102.7481995
-1015.16,987,13.7493,2.153100014,39.82139969,1.275300026,0.306499988,97.35040283,,-1587.83,2.102999926,101.8179016
-1015.65,988,13.42090035,2.131099939,39.84939957,0.942300022,0.346300006,99.30909729,,-1588.34,2.105099917,101.6247025
-1016.18,989,12.84819984,2.058099985,40.58869934,0.776000023,0.3741,105.8070984,,-1588.89,2.088000059,103.1458969
-1016.68,990,12.46520042,2.046099901,38.9618988,0.648699999,0.386599988,106.8756027,,-1589.44,2.08739996,103.2068024
-1017.15,991,12.49370003,2.068799973,40.68410111,0.808200002,0.347900003,104.8551025,,-1589.99,2.11619997,100.6428986
-1017.64,992,12.39120007,2.065299988,42.16519928,1.062899947,0.350899994,105.1689987,,-1590.5,2.19569993,93.55999756
-1018.12,993,12.32489967,2.124599934,32.91080093,0.992399991,0.372000009,99.89459992,,-1590.93,2.229099989,90.58480072
-1018.62,994,12.19939995,2.075099945,41.2220993,0.907599986,0.373299986,104.3009033,,-1591.26,2.272799969,86.70050049
-1019.16,995,12.37419987,2.118299961,37.22539902,1.005800009,0.3389,100.449501,,-1591.62,2.303900003,83.93309784
-1019.64,996,12.42689991,2.074700117,27.81439972,1.019799948,0.335700005,104.3287964,,-1592.01,2.337800026,80.91030121
-1020.11,997,12.28810024,2.132400036,36.86119843,1.191300035,0.354600012,99.19709778,,-1592.29,2.236900091,89.89129639
-1020.58,998,12.25370026,2.091599941,37.21760178,1.437100053,0.337500006,102.8312988,,-1592.55,2.185499907,94.47380066
-1021.07,999,12.21969986,2.110100031,30.22369957,1.141600013,0.345899999,101.1776962,,-1592.82,2.282000065,85.87860107
-1021.58,1000,12.3135004,2.086199999,27.37590027,0.886399984,0.353899986,103.3132019,,-1593.1,2.36680007,78.32800293
-1022.07,1001,12.28520012,2.12409997,31.19820023,0.7852,0.377900004,99.93119812,,-1593.37,2.309600115,83.42279816
-1022.55,1002,12.4048996,2.043100119,35.23490143,0.712400019,0.364499986,107.1434021,,-1593.63,2.445300102,71.34059906
-1023.03,1003,12.26259995,2.053900003,36.97900009,0.668600023,0.400099993,106.1869965,,-1593.84,2.489900112,67.37519836
-1023.47,1004,12.19649983,2.069600105,38.42089844,0.769599974,0.416700006,104.7869034,,-1594.04,2.3743999,77.65080261
-1023.95,1005,12.35529995,2.114300013,37.79299927,1.155200005,0.330000013,100.8117981,,-1594.21,2.340699911,80.65200043
-1024.4,1006,12.44099999,2.145100117,37.87200165,1.226400018,0.318199992,98.06700134,,-1594.36,2.377799988,77.35189819
-1024.87,1007,12.55690002,1.997099996,37.23180008,1.112499952,0.375,111.2415009,,-1594.49,2.300499916,84.2288971
-1025.31,1008,12.27449989,2.071500063,36.27069855,0.961399972,0.387199998,104.6222,,-1594.68,2.320100069,82.48419952
-1025.78,1009,12.40869999,2.177700043,33.87820053,0.862299979,0.327300012,95.16390228,,-1594.89,2.372800112,77.80139923
-1026.23,1010,12.70730019,2.065299988,36.35739899,0.721300006,0.334600002,105.1729965,,-1595.06,2.3901999,76.24700165
-1026.7,1011,12.63519955,2.081500053,36.93259811,0.73299998,0.352899998,103.7244034,,-1595.17,2.442399979,71.60040283
-1027.14,1012,12.52639961,2.171200037,42.95529938,1.218999982,0.339899987,95.74629974,,-1595.32,2.364099979,78.56929779
-1027.64,1013,12.55819988,2.247800112,38.28480148,1.714900017,0.308400005,88.92150116,,-1595.4,2.355700016,79.31719971
-1028.12,1014,12.56970024,2.309299946,38.68320084,1.692800045,0.291999996,83.4477005,,-1595.43,2.331099987,81.51170349
-1028.6,1015,12.67940044,2.220999956,38.28020096,1.823400021,0.256900013,91.30889893,,-1595.53,2.300600052,84.22460175
-1029.05,1016,12.45079994,2.221999884,31.8125,1.295400024,0.32069999,91.21790314,,-1595.66,2.263099909,87.56330109
-1029.49,1017,12.5642004,2.153300047,28.09959984,0.933799982,0.356299996,97.33300018,,-1595.77,2.254600048,88.31819916
-1030.01,1018,12.33259964,1.991799951,33.97449875,1.256500006,0.301400006,111.7156982,,-1595.92,2.257600069,88.05419922
-1030.48,1019,12.43290043,2.111099958,28.76849937,1.511899948,0.336699992,101.0908966,,-1596.1,2.255199909,88.26619721
-1030.9,1020,12.63490009,2.063299894,30.45120049,1.514999986,0.353300005,105.3452988,,-1596.65,2.319600105,82.53309631
-1031.47,1021,12.65600014,2.063699961,29.81069946,1.363100052,0.389299989,105.3130035,,-1597.2,2.382400036,76.94680023
-1032.42,1022,12.36310005,2.084800005,26.36230087,1.116299987,0.378300011,103.436203,,-1597.72,2.298899889,84.37390137
-1033.32,1023,12.29660034,2.11590004,27.00200081,1.195299983,0.342900008,100.6641007,,-1598.28,2.254300118,88.34680176
-1034.17,1024,12.33110046,2.137599945,29.95050049,1.174100041,0.331499994,98.72940064,,-1598.85,2.255899906,88.20010376
-1034.99,1025,12.47309971,2.094500065,31.90909958,0.985300005,0.385600001,102.5725021,,-1599.43,2.254600048,88.32150269
-1035.86,1026,12.32660008,2.071099997,28.12249947,1.02670002,0.367700011,104.649498,,-1600.03,2.286200047,85.50170136
-1036.73,1027,12.29940033,2.109299898,27.12070084,0.953599989,0.345499992,101.254303,,-1600.65,2.332499981,81.38110352
-1037.64,1028,12.34309959,2.125799894,30.68219948,0.95450002,0.327199996,99.78029633,,-1601.28,2.401200056,75.270401
-1038.65,1029,12.26309967,2.14989996,31.29920006,0.924099982,0.33919999,97.63480377,,-1601.9,2.397900105,75.55840302
-1039.58,1030,12.09910011,2.159199953,35.28379822,1.029700041,0.311500013,96.81030273,,-1602.53,2.24090004,89.54229736
-1040.54,1031,12.24590015,2.157599926,32.71569824,1.25909996,0.292100012,96.95050049,,-1603.12,2.312999964,83.12069702
-1041.51,1032,12.37409973,2.121000052,32.12680054,1.234599948,0.335999996,100.2116013,,-1603.67,2.401200056,75.26950073
-1042.46,1033,12.36750031,2.142100096,32.39509964,1.039600015,0.353399992,98.33029938,,-1604.27,2.293800116,84.82550049
-1043.39,1034,12.44779968,2.09710002,27.25779915,0.884199977,0.373400003,102.3376999,,-1604.9,2.214099884,91.92620087
-1044.31,1035,12.41940022,2.033799887,26.52009964,0.779100001,0.368499994,107.972702,,-1605.53,2.216099978,91.74269867
-1045.25,1036,12.4854002,2.056299925,28.09110069,0.876500011,0.35620001,105.9681015,,-1606.15,2.226000071,90.86489868
-1046.21,1037,12.43449974,2.130700111,25.43810082,0.915400028,0.335200012,99.34539795,,-1606.76,2.217400074,91.62590027
-1047.15,1038,12.29230022,2.077500105,33.06000137,0.942200005,0.360100001,104.0804977,,-1607.35,2.191499949,93.93699646
-1048.07,1039,12.56980038,2.20630002,33.9151001,1.288100004,0.283899993,92.61820221,,-1607.89,2.204999924,92.73699951
-1048.98,1040,12.41110039,2.15960002,28.03059959,0.995800018,0.296099991,96.77929688,,-1608.43,2.247100115,88.98339844
-1049.89,1041,12.48149967,2.161099911,28.1685009,0.836199999,0.343699992,96.64189911,,-1609.07,2.250699997,88.66660309
-1050.8,1042,12.49139977,2.129699945,26.06459999,0.850600004,0.356599987,99.43640137,,-1609.66,2.298700094,84.3891983
-1051.51,1043,12.47060013,2.041399956,24.13839912,0.797200024,0.351799995,107.2991028,,-1610.2,2.3677001,78.24960327
-1051.99,1044,12.48639965,2.069200039,23.5666008,0.778599978,0.380199999,104.8215027,,-1610.8,2.403899908,75.02690125
-1052.49,1045,12.35389996,2.166500092,25.47990036,0.960500002,0.325899988,96.16220093,,-1611.27,2.379100084,77.23549652
-1053.03,1046,12.3781004,2.200200081,29.51079941,1.250800014,0.300399989,93.15969849,,-1611.44,2.267800093,87.14440155
-1053.56,1047,12.34710026,2.17840004,28.50550079,1.224300027,0.290699989,95.10359955,,-1611.59,2.222899914,91.14360046
-1054.04,1048,12.43630028,2.114799976,27.77050018,0.895200014,0.345800012,100.7614975,,-1611.75,2.253099918,88.45330048
-1054.55,1049,12.48690033,2.111900091,25.45030022,0.796299994,0.357499987,101.0240021,,-1611.93,2.27579999,86.42900085
-1054.99,1050,12.46179962,2.152499914,26.18689919,0.895099998,0.321799994,97.40850067,,-1612.09,2.241100073,89.5184021
-1055.46,1051,12.52569962,2.190500021,30.8220005,1.171000004,0.31189999,94.02310181,,-1612.24,2.257499933,88.06040192
-1055.92,1052,12.62590027,2.3204,35.05220032,2.154099941,0.266400009,82.46430206,,-1612.38,2.310600042,83.33820343
-1056.4,1053,12.57190037,2.317399979,45.43320084,2.629699945,0.238900006,82.73229981,,-1612.49,2.220900059,91.32189941
-1056.94,1054,12.48830032,2.229599953,38.33850098,1.848500013,0.298599988,90.54519653,,-1612.56,2.232399941,90.29250336
-1057.46,1055,12.53759956,2.300899983,31.62299919,1.682500005,0.255699992,84.19909668,,-1612.61,2.13319993,99.12169647
-1057.92,1056,12.32530022,2.186199904,33.51029968,1.450399995,0.248300001,94.40570068,,-1612.68,2.262099981,87.65460205
-1058.36,1057,12.37080002,2.219599962,29.4864006,1.291900039,0.291500002,91.4315033,,-1612.81,2.253499985,88.41400147
-1058.82,1058,12.3355999,2.208800077,27.59799957,1.02639997,0.305099994,92.39350128,,-1612.96,2.174299955,95.47049713
-1059.31,1059,12.36260033,2.165600061,25.8314991,0.923600018,0.306499988,96.24549866,,-1613.1,2.221299887,91.28220367
-1059.8,1060,12.74870014,2.050199986,24.23670006,0.99940002,0.340000004,106.5130997,,-1613.23,2.287199974,85.4151001
-1060.27,1061,12.46510029,2.178600073,27.99010086,0.994700015,0.342700005,95.08599854,,-1613.37,2.333800077,81.26959992
-1060.72,1062,12.52670002,2.22480011,31.27829933,1.302099943,0.308200002,90.96980286,,-1613.51,2.359200001,79.00800324
-1061.09,1063,12.62590027,2.330699921,39.3404007,2.256700039,0.218099996,81.54679871,,-1613.62,2.294800043,84.73829651
-1061.74,1064,12.61610031,2.389100075,37.9734993,2.564399958,0.2183,76.34449768,,-1613.77,2.192800045,93.82009888
-1062.73,1065,12.19509983,2.30250001,27.79590035,2.134599924,0.254700005,84.0562973,,-1613.92,2.135999918,98.87930298
-1063.69,1066,12.58119965,2.401400089,42.84960175,1.786299944,0.240799993,75.2492981,,-1614.13,2.045399904,106.9385986
-1064.71,1067,12.86830044,2.355900049,46.48139954,1.47300005,0.271400005,79.29869843,,-1614.27,2.144099951,98.15299988
-1065.71,1068,12.78610039,2.391599894,41.65039825,1.495100021,0.263799995,76.12069702,,-1614.41,2.154500008,97.23339844
-1066.71,1069,12.79580021,2.351700068,45.07529831,1.415599942,0.277399987,79.6772995,,-1614.59,2.171499968,95.72000122
-1067.75,1070,12.73050022,2.40350008,51.73559952,1.926599979,0.245800003,75.06210327,,-1614.75,2.154599905,97.21679688
-1068.85,1071,12.59370041,2.425499916,52.53210068,2.313899994,0.184300005,73.10600281,,-1614.87,2.203399897,92.87380219
-1069.87,1072,12.68019962,2.359200001,50.97180176,1.40989995,0.266200006,79.00700378,,-1614.96,2.319000006,82.58920288
-1070.87,1073,12.76990032,2.480099917,33.24990082,2.075799942,0.1963,68.24539948,,-1615.04,2.403599978,75.05799866
-1071.8,1074,12.72509956,2.471899986,30.66869927,3.277299881,0.168099999,68.97460175,,-1615.15,2.334100008,81.24019623
-1072.71,1075,12.59549999,2.424400091,30.68549919,4.345600128,0.166999996,73.20210266,,-1615.33,2.226799965,90.78949738
-1073.66,1076,12.61950016,2.456199884,33.86740112,4.386499882,0.186700001,70.37139893,,-1615.72,2.198899984,93.28019714
-1074.55,1077,12.93179989,2.400700092,29.63660049,3.630500078,0.193100005,75.31140137,,-1616.3,2.272900105,86.68830109
-1075.47,1078,12.84959984,2.401000023,25.79910088,3.399800062,0.211799994,75.28230286,,-1616.83,2.274399996,86.55729675
-1076.37,1079,12.93330002,2.264300108,41.98320007,2.028199911,0.215299994,87.45639801,,-1617.36,2.145299912,98.04540253
-1077.3,1080,13.10070038,2.010499954,76.17430115,0.755299985,0.430299997,110.0502014,,-1617.97,2.132999897,99.14299774
-1078.19,1081,13.13290024,2.044800043,70.93470001,0.706200004,0.416000009,106.9909973,,-1618.6,2.153599978,97.31089783
-1079.07,1082,13.31089973,2.078900099,71.88580322,0.747600019,0.421900004,103.9605026,,-1619.27,2.208199978,92.45290375
-1079.99,1083,13.06919956,2.094099999,69.4917984,0.792999983,0.387899995,102.6041031,,-1619.87,2.197700024,93.38179779
-1080.84,1084,13.10079956,2.292399883,50.0135994,1.514899969,0.337199986,84.95339966,,-1620.36,2.219700098,91.42549896
-1081.43,1085,13.11089993,2.503000021,41.5318985,2.493999958,0.200900003,66.20709992,,-1620.9,2.265899897,87.31520081
-1081.76,1086,13.10540009,2.319000006,48.10340118,1.726300001,0.254799992,82.58380127,,-1621.49,2.326400042,81.9280014
-1082.07,1087,12.96759987,2.161299944,59.24629974,0.860199988,0.375,96.62180328,,-1622.1,2.292200089,84.96880341
-1082.42,1088,13.02169991,2.206599951,63.32260132,0.678799987,0.400999993,92.59079742,,-1622.67,2.309900045,83.39489746
-1082.76,1089,13.22130013,2.41140008,39.08390045,1.804499984,0.264499992,74.36489868,,-1623.24,2.234699965,90.09200287
-1083.19,1090,12.94939995,2.261100054,52.74769974,1.67809999,0.269400001,87.73989868,,-1623.88,2.339299917,80.77600098
-1083.76,1091,12.92879963,2.209700108,57.957901,0.745999992,0.392100006,92.31620026,,-1624.54,2.478199959,68.41549683
-1084.32,1092,12.84029961,2.119100094,64.30670166,0.645900011,0.402799994,100.3843994,,-1625.17,2.54279995,62.66680145
-1084.85,1093,12.76790047,2.055999994,66.88159943,0.317299992,0.444599986,105.9996033,,-1625.78,2.51760006,64.9068985
-1085.37,1094,12.80350018,2.074300051,68.92019653,0.288199991,0.443699986,104.3711014,,-1626.39,2.348799944,79.93489838
-1085.78,1095,12.77289963,2.19630003,51.75690079,0.688600004,0.414600015,93.51100159,,-1626.99,2.17750001,95.18530273
-1086.07,1096,12.89519978,2.408600092,46.09500122,1.93719995,0.259900004,74.60990143,,-1627.57,2.226200104,90.84819794
-1086.46,1097,12.78579998,2.110800028,70.63159943,0.476500005,0.424199998,101.1175995,,-1628.1,2.378999949,77.24120331
-1086.95,1098,12.80340004,1.959300041,68.25969696,0.292400003,0.48300001,114.6057968,,-1628.66,2.466099978,69.49449921
-1087.41,1099,13.24020004,2.048300028,39.01129913,0.572799981,0.432300001,106.6812973,,-1629.21,2.298799992,84.38200378
-1087.75,1100,13.10620022,2.142699957,24.41090012,1.752500057,0.33160001,98.28359985,,-1629.8,2.27579999,86.43530273
-1088.17,1101,13.29990006,1.99150002,33.67449951,1.546599984,0.341199994,111.7385025,,-1630.33,2.252799988,88.47840118
-1088.63,1102,12.96560001,2.159199953,27.24379921,1.225600004,0.328099996,96.81269836,,-1630.78,2.18930006,94.13359833
-1089.14,1103,12.58749962,2.151299954,25.37890053,1.344099999,0.328399986,97.51380158,,-1631.19,2.214999914,91.84670258
-1089.69,1104,12.53639984,2.25819993,29.67289925,1.970100045,0.253800005,88.00170136,,-1631.62,2.257600069,88.05490112
-1090.22,1105,12.67409992,2.358400106,27.30139923,2.410300016,0.204500005,79.08119965,,-1632.14,2.227499962,90.7276001
-1090.69,1106,12.46179962,2.230499983,24.35460091,2.092099905,0.235400006,90.46340179,,-1632.77,2.143199921,98.23609924
-1091.03,1107,12.98900032,2.271600008,30.27700043,1.647400022,0.267699987,86.80220032,,-1633.09,2.239500046,89.66339874
-1091.71,1108,12.63640022,2.235899925,24.96969986,1.54610002,0.293599993,89.98300171,,-1633.27,2.313699961,83.06079865
-1092.65,1109,12.57219982,2.256700039,29.31410027,1.609500051,0.279500008,88.13009644,,-1633.41,2.230000019,90.51260376
-1093.54,1110,12.63070011,2.236000061,28.15130043,1.79279995,0.257999986,89.97019959,,-1633.65,2.194900036,93.63729858
-1094.38,1111,12.46630001,2.155400038,36.45299912,1.225399971,0.296700001,97.14820099,,-1633.89,2.17840004,95.10430145
-1095.3,1112,12.23379993,2.167599917,29.39929962,1.019299984,0.306400001,96.05960083,,-1634.16,2.283699989,85.73239899
-1096.13,1113,12.30510044,2.134500027,31.53429985,1.27670002,0.300700009,99.01360321,,-1634.46,2.32069993,82.43530273
-1096.96,1114,12.06760025,2.004699945,35.70389938,1.516499996,0.324400008,110.5625,,-1634.74,2.273400068,86.64089966
-1097.72,1115,12.58950043,2.003400087,35.5401001,2.037199974,0.365200013,110.6763001,,-1635,2.104300022,101.7008972
-1098.43,1116,12.25629997,2.145400047,30.82410049,1.538900018,0.32980001,98.04329681,,-1635.28,2.156800032,97.02200317
-1099.22,1117,12.2201004,2.098700047,29.01959992,1.078999996,0.331400007,102.1967011,,-1635.6,2.329099894,81.68409729
-1099.98,1118,12.40820026,2.070899963,30.26040077,1.032500029,0.318599999,104.6690979,,-1635.87,2.286999941,85.43609619
-1100.76,1119,12.3114996,2.125999928,29.38929939,1.030900002,0.380499989,99.77059937,,-1636.13,2.340500116,80.66870117
-1101.53,1120,12.22550011,2.163100004,35.87400055,1.19449997,0.328500003,96.46089935,,-1636.73,2.454299927,70.5381012
-1102.31,1121,12.2493,2.201100111,38.27489853,1.874899983,0.276800007,93.07900238,,-1637.38,2.55430007,61.63940048
-1103.14,1122,12.50150013,2.274399996,44.01150131,2.160000086,0.244000003,86.55319977,,-1638.02,2.364799976,78.51210022
